comentario,ciudad,id,nombre,edad,género,categoría_del_problema,nivel_de_urgencia,fecha_del_reporte,acceso_a_internet,atención_previa_del_gobierno,zona_rural
faltan médicos en el centro de salud.,Manizales,9719,Sofía,61.0,Otro,Seguridad,Urgente,2023-03-29,1,0,0
la contaminación del río está aumentando.,Manizales,9720,María,16.0,F,Salud,No urgente,2024-07-26,0,0,0
falta agua potable en varias casas.,,9721,Carlos,48.0,M,Medio Ambiente,No urgente,2023-01-27,0,1,1
,Cartagena,9722,Ana,60.0,M,Salud,Urgente,2024-01-08,0,1,0
queremos más presencia policial.,Cartagena,9723,Juan,68.0,M,Educación,Urgente,2023-10-11,1,0,0
no hay suficientes escuelas públicas.,Manizales,9724,Carlos,42.0,F,Educación,No urgente,2024-09-19,0,0,1
,Bogotá,9725,Laura,28.0,M,Medio Ambiente,No urgente,2024-03-02,0,1,0
la contaminación del río está aumentando.,Bucaramanga,9726,Sofía,47.0,Otro,Educación,Urgente,2023-06-20,0,0,0
necesitamos más acceso a internet en la zona.,Manizales,9727,Valentina,22.0,Otro,Medio Ambiente,No urgente,2023-06-09,0,0,0
faltan médicos en el centro de salud.,Medellín,9728,Pedro,60.0,F,Seguridad,Urgente,2024-02-29,1,1,0
faltan médicos en el centro de salud.,Cartagena,9729,Pedro,22.0,F,Salud,Urgente,2024-03-27,1,1,1
no tenemos centros culturales ni bibliotecas.,Bogotá,9730,Pedro,73.0,Otro,Seguridad,No urgente,2024-08-16,1,0,1
faltan médicos en el centro de salud.,Bogotá,9731,Jorge,53.0,,Seguridad,No urgente,2024-09-26,0,0,1
no hay suficientes escuelas públicas.,Barranquilla,9732,María,63.0,F,Educación,No urgente,2023-10-16,1,0,0
las basuras no se recogen a tiempo.,Cúcuta,9733,Jorge,30.0,F,Seguridad,No urgente,2023-01-20,1,0,0
no tenemos centros culturales ni bibliotecas.,Cúcuta,9734,Laura,69.0,Otro,Medio Ambiente,No urgente,2024-03-02,0,1,0
no tenemos centros culturales ni bibliotecas.,Cali,9735,Sofía,20.0,M,Medio Ambiente,Urgente,2024-03-01,0,1,1
no hay suficientes escuelas públicas.,Santa Marta,9736,María,79.0,Otro,Seguridad,No urgente,2023-04-09,0,0,1
hay problemas con la recolección de basura.,Pereira,9737,Carlos,68.0,M,Educación,No urgente,2023-08-08,0,0,0
hay problemas con la recolección de basura.,Bucaramanga,9738,Laura,28.0,F,Seguridad,Urgente,2024-05-17,1,0,1
no hay suficientes escuelas públicas.,Pereira,9739,Laura,61.0,Otro,Salud,Urgente,2024-06-27,1,0,0
hay problemas con la recolección de basura.,Barranquilla,9740,Laura,61.0,M,Educación,No urgente,2023-05-09,0,0,1
las calles están muy oscuras y peligrosas.,Medellín,9741,Carlos,34.0,M,Educación,No urgente,2024-05-04,1,1,0
hay problemas con la recolección de basura.,Cartagena,9742,Jorge,21.0,M,Medio Ambiente,No urgente,2024-10-21,0,0,1
falta agua potable en varias casas.,,9743,Carlos,38.0,F,Medio Ambiente,Urgente,2023-07-03,0,1,1
falta agua potable en varias casas.,Bogotá,9744,María,56.0,M,Educación,Urgente,2023-10-01,0,1,0
las calles están muy oscuras y peligrosas.,Cartagena,9745,Ana,33.0,M,Salud,No urgente,2023-02-18,1,1,0
falta agua potable en varias casas.,Santa Marta,9746,Sofía,69.0,F,Salud,No urgente,2023-08-18,0,0,0
hay problemas con la recolección de basura.,Barranquilla,9747,Sofía,36.0,F,Medio Ambiente,Urgente,2023-04-10,0,0,1
la contaminación del río está aumentando.,Bucaramanga,9748,María,34.0,F,Seguridad,Urgente,2024-05-07,0,0,0
faltan médicos en el centro de salud.,Cúcuta,9749,Sofía,45.0,Otro,Salud,Urgente,2023-02-27,0,1,1
las basuras no se recogen a tiempo.,Bogotá,9750,Camilo,,Otro,Salud,No urgente,2024-05-19,1,1,0
las basuras no se recogen a tiempo.,Cartagena,9751,Pedro,17.0,M,Medio Ambiente,Urgente,2023-02-09,1,1,1
no hay suficientes escuelas públicas.,Cali,9752,Carlos,70.0,Otro,Educación,No urgente,2023-06-28,1,1,1
las basuras no se recogen a tiempo.,Medellín,9753,Valentina,78.0,M,Salud,No urgente,2023-05-30,0,1,0
las basuras no se recogen a tiempo.,Santa Marta,9754,Laura,58.0,F,Educación,No urgente,2024-11-23,1,0,1
la contaminación del río está aumentando.,Santa Marta,9755,Juan,22.0,Otro,Educación,Urgente,2024-05-23,0,1,0
faltan médicos en el centro de salud.,Barranquilla,9756,Pedro,27.0,Otro,Medio Ambiente,Urgente,2024-08-15,1,1,1
no tenemos centros culturales ni bibliotecas.,Santa Marta,9757,Ana,78.0,F,Salud,Urgente,2023-04-24,0,1,1
necesitamos más acceso a internet en la zona.,Medellín,9758,Pedro,15.0,Otro,Medio Ambiente,Urgente,2023-01-18,1,0,1
queremos más presencia policial.,Cartagena,9759,Carlos,52.0,M,Educación,No urgente,2024-03-05,0,1,1
queremos más presencia policial.,Cúcuta,9760,Carlos,66.0,M,Seguridad,Urgente,2023-04-23,0,1,0
no hay suficientes escuelas públicas.,Barranquilla,9761,Pedro,17.0,F,Medio Ambiente,No urgente,2024-11-13,1,1,0
queremos más presencia policial.,Cúcuta,9762,Valentina,49.0,M,Medio Ambiente,Urgente,2024-06-29,0,1,1
no hay suficientes escuelas públicas.,Medellín,9763,María,39.0,F,Educación,No urgente,2023-05-17,0,1,0
faltan médicos en el centro de salud.,Manizales,9764,Valentina,55.0,M,Medio Ambiente,No urgente,2023-12-06,1,1,1
necesitamos más acceso a internet en la zona.,Pereira,9765,María,57.0,F,Medio Ambiente,Urgente,2024-07-24,1,0,0
la contaminación del río está aumentando.,Cúcuta,9766,Pedro,25.0,M,Seguridad,Urgente,2023-04-24,0,1,1
las calles están muy oscuras y peligrosas.,Medellín,9767,Sofía,74.0,M,Educación,Urgente,2024-05-27,1,1,0
hay problemas con la recolección de basura.,Cali,9768,Carlos,24.0,Otro,Salud,Urgente,2024-06-11,0,1,1
la contaminación del río está aumentando.,Medellín,9769,María,24.0,Otro,Educación,Urgente,2024-09-30,1,1,1
falta agua potable en varias casas.,Manizales,9770,Ana,51.0,F,Seguridad,Urgente,2024-08-29,1,1,0
las calles están muy oscuras y peligrosas.,Cúcuta,9771,Laura,33.0,F,Medio Ambiente,No urgente,2024-02-24,0,1,0
no hay suficientes escuelas públicas.,Santa Marta,9772,Carlos,41.0,,Medio Ambiente,No urgente,2023-07-11,0,1,1
faltan médicos en el centro de salud.,Pereira,9773,Carlos,54.0,M,Salud,No urgente,2023-01-10,1,0,0
necesitamos más acceso a internet en la zona.,Cartagena,9774,Juan,64.0,F,Seguridad,Urgente,2024-05-30,1,0,0
las basuras no se recogen a tiempo.,Cartagena,9775,Laura,48.0,Otro,Salud,No urgente,2024-06-27,0,0,1
no hay suficientes escuelas públicas.,Barranquilla,9776,Pedro,56.0,Otro,Educación,Urgente,2024-03-01,0,0,1
la contaminación del río está aumentando.,Medellín,9777,Sofía,17.0,F,Salud,Urgente,2024-07-06,0,1,1
hay problemas con la recolección de basura.,Pereira,9778,Valentina,,F,Salud,Urgente,2023-11-08,1,1,0
hay problemas con la recolección de basura.,Cali,9779,Camilo,73.0,M,Educación,Urgente,2023-01-27,1,1,1
la contaminación del río está aumentando.,Cartagena,9780,Camilo,65.0,,Medio Ambiente,Urgente,2024-11-30,0,1,1
necesitamos más acceso a internet en la zona.,Santa Marta,9781,Camilo,22.0,M,Educación,No urgente,2024-02-12,0,0,0
las calles están muy oscuras y peligrosas.,Cali,9782,Camilo,78.0,M,Salud,No urgente,2024-10-10,0,0,1
hay problemas con la recolección de basura.,Medellín,9783,Sofía,36.0,F,Salud,Urgente,2023-11-13,0,0,0
queremos más presencia policial.,Manizales,9784,Camilo,15.0,F,Medio Ambiente,No urgente,2023-12-08,0,1,1
,Cartagena,9785,Sofía,62.0,Otro,Salud,Urgente,2023-08-22,1,0,1
falta agua potable en varias casas.,Manizales,9786,Pedro,27.0,F,Medio Ambiente,No urgente,2023-04-05,0,1,0
falta agua potable en varias casas.,Cúcuta,9787,Laura,42.0,Otro,Seguridad,Urgente,2023-08-01,0,1,0
las basuras no se recogen a tiempo.,Bucaramanga,9788,María,64.0,F,Seguridad,No urgente,2024-02-15,0,0,0
la contaminación del río está aumentando.,Cartagena,9789,Pedro,54.0,M,Educación,Urgente,2024-03-31,0,1,0
faltan médicos en el centro de salud.,Bucaramanga,9790,Camilo,66.0,Otro,Medio Ambiente,Urgente,2024-03-25,0,0,1
hay problemas con la recolección de basura.,Santa Marta,9791,Camilo,46.0,F,Medio Ambiente,No urgente,2024-10-02,1,1,0
las basuras no se recogen a tiempo.,Pereira,9792,Camilo,46.0,Otro,Medio Ambiente,Urgente,2024-05-08,1,0,0
falta agua potable en varias casas.,Medellín,9793,Jorge,18.0,F,Seguridad,No urgente,2024-08-04,1,1,1
las basuras no se recogen a tiempo.,Cali,9794,Camilo,78.0,M,Seguridad,No urgente,2023-03-23,0,1,1
faltan médicos en el centro de salud.,Manizales,9795,Jorge,74.0,F,Seguridad,Urgente,2023-09-05,0,1,1
,Bogotá,9796,Carlos,60.0,F,Medio Ambiente,No urgente,2023-07-12,0,1,1
las basuras no se recogen a tiempo.,Bogotá,9797,Laura,40.0,F,Salud,Urgente,2024-11-09,0,1,1
no hay suficientes escuelas públicas.,Pereira,9798,Valentina,34.0,M,Seguridad,No urgente,2023-07-18,1,1,0
no tenemos centros culturales ni bibliotecas.,Bogotá,9799,Juan,68.0,M,Seguridad,No urgente,2024-05-01,0,1,0
la contaminación del río está aumentando.,Medellín,9800,Carlos,45.0,M,Salud,No urgente,2023-07-03,0,0,0
falta agua potable en varias casas.,Bogotá,9801,Juan,16.0,Otro,Educación,Urgente,2023-03-13,1,0,0
hay problemas con la recolección de basura.,Cúcuta,9802,Pedro,25.0,F,Salud,No urgente,2024-04-05,0,1,1
,Medellín,9803,Valentina,65.0,Otro,Seguridad,Urgente,2023-09-30,1,0,0
las calles están muy oscuras y peligrosas.,Cali,9804,Ana,33.0,Otro,Seguridad,No urgente,2024-04-01,1,1,0
,Pereira,9805,Ana,68.0,M,Educación,No urgente,2024-09-28,0,1,1
necesitamos más acceso a internet en la zona.,Cali,9806,Ana,26.0,F,Medio Ambiente,Urgente,2024-07-20,1,1,1
hay problemas con la recolección de basura.,Manizales,9807,María,70.0,Otro,Seguridad,Urgente,2024-04-12,1,0,1
hay problemas con la recolección de basura.,Cali,9808,Camilo,17.0,M,Medio Ambiente,No urgente,2023-11-23,0,1,1
,Santa Marta,9809,Juan,26.0,Otro,Educación,No urgente,2024-09-20,1,1,0
falta agua potable en varias casas.,Medellín,9810,Carlos,51.0,,Medio Ambiente,No urgente,2024-06-08,1,0,1
la contaminación del río está aumentando.,Cartagena,9811,Carlos,67.0,F,Salud,No urgente,2023-11-19,0,0,0
queremos más presencia policial.,Cali,9812,Carlos,72.0,M,Seguridad,Urgente,2023-05-13,0,1,1
la contaminación del río está aumentando.,Bogotá,9813,Juan,80.0,Otro,Salud,Urgente,2023-12-29,1,1,1
las calles están muy oscuras y peligrosas.,Bucaramanga,9814,Laura,29.0,F,Educación,Urgente,2023-05-20,0,1,0
faltan médicos en el centro de salud.,Santa Marta,9815,Jorge,16.0,M,Salud,Urgente,2024-09-03,1,0,0
las basuras no se recogen a tiempo.,Manizales,9816,María,,M,Salud,Urgente,2023-10-21,1,0,0
falta agua potable en varias casas.,Barranquilla,9817,Laura,,Otro,Salud,No urgente,2023-11-25,0,1,0
falta agua potable en varias casas.,Pereira,9818,Pedro,32.0,Otro,Seguridad,No urgente,2024-10-24,1,0,0
las basuras no se recogen a tiempo.,Manizales,9819,Laura,45.0,Otro,Medio Ambiente,Urgente,2024-03-12,0,1,1
,Manizales,9820,Valentina,28.0,Otro,Salud,No urgente,2023-06-04,1,0,1
las basuras no se recogen a tiempo.,Medellín,9821,Jorge,57.0,,Seguridad,No urgente,2023-12-21,1,1,1
las calles están muy oscuras y peligrosas.,Cartagena,9822,Ana,,F,Seguridad,Urgente,2024-04-01,1,1,0
necesitamos más acceso a internet en la zona.,Barranquilla,9823,Pedro,15.0,Otro,Salud,Urgente,2024-05-08,0,0,0
hay problemas con la recolección de basura.,Barranquilla,9824,Valentina,78.0,Otro,Educación,No urgente,2023-03-14,0,1,0
necesitamos más acceso a internet en la zona.,Barranquilla,9825,Laura,33.0,F,Salud,Urgente,2023-05-07,0,0,0
las basuras no se recogen a tiempo.,Cartagena,9826,Valentina,38.0,,Salud,No urgente,2023-10-05,1,0,1
las calles están muy oscuras y peligrosas.,Cali,9827,Juan,49.0,F,Salud,No urgente,2024-06-16,0,1,1
necesitamos más acceso a internet en la zona.,,9828,Valentina,54.0,F,Salud,No urgente,2023-04-13,1,1,1
hay problemas con la recolección de basura.,Santa Marta,9829,Sofía,32.0,Otro,Salud,No urgente,2023-09-25,0,1,0
no hay suficientes escuelas públicas.,,9830,Jorge,19.0,F,Seguridad,Urgente,2023-03-24,0,1,0
faltan médicos en el centro de salud.,Barranquilla,9831,Jorge,,Otro,Salud,No urgente,2024-01-10,1,0,1
la contaminación del río está aumentando.,Cúcuta,9832,María,16.0,M,Medio Ambiente,Urgente,2023-06-26,1,0,0
las calles están muy oscuras y peligrosas.,Cali,9833,Sofía,31.0,F,Seguridad,Urgente,2023-01-19,0,0,0
necesitamos más acceso a internet en la zona.,Bucaramanga,9834,Pedro,31.0,Otro,Seguridad,Urgente,2023-04-15,0,1,1
falta agua potable en varias casas.,,9835,Ana,40.0,Otro,Educación,Urgente,2023-08-27,1,0,1
la contaminación del río está aumentando.,Bogotá,9836,Juan,68.0,F,Medio Ambiente,No urgente,2024-03-04,1,0,0
necesitamos más acceso a internet en la zona.,Bucaramanga,9837,Carlos,51.0,F,Seguridad,Urgente,2023-02-18,1,0,1
las calles están muy oscuras y peligrosas.,Manizales,9838,Laura,71.0,F,Medio Ambiente,Urgente,2024-10-09,1,1,0
falta agua potable en varias casas.,Manizales,9839,Sofía,68.0,Otro,Educación,Urgente,2023-01-10,1,1,0
necesitamos más acceso a internet en la zona.,Medellín,9840,Carlos,45.0,Otro,Salud,Urgente,2023-04-20,1,0,1
no tenemos centros culturales ni bibliotecas.,Medellín,9841,Pedro,53.0,,Medio Ambiente,Urgente,2024-05-23,1,0,0
queremos más presencia policial.,Cúcuta,9842,Laura,22.0,Otro,Medio Ambiente,Urgente,2024-11-06,1,0,0
falta agua potable en varias casas.,Manizales,9843,Valentina,56.0,F,Educación,Urgente,2023-01-29,0,0,0
falta agua potable en varias casas.,Cartagena,9844,Camilo,74.0,M,Medio Ambiente,Urgente,2024-09-25,0,0,0
hay problemas con la recolección de basura.,Bucaramanga,9845,Juan,35.0,F,Seguridad,Urgente,2024-02-11,1,0,1
las calles están muy oscuras y peligrosas.,Barranquilla,9846,Laura,56.0,F,Medio Ambiente,No urgente,2024-09-05,1,1,1
no hay suficientes escuelas públicas.,Santa Marta,9847,Laura,26.0,Otro,Seguridad,No urgente,2024-05-28,1,1,1
hay problemas con la recolección de basura.,Manizales,9848,Juan,70.0,M,Seguridad,No urgente,2024-01-05,0,0,1
queremos más presencia policial.,Cartagena,9849,Sofía,,F,Seguridad,No urgente,2024-03-16,1,0,0
queremos más presencia policial.,Bucaramanga,9850,Pedro,36.0,Otro,Medio Ambiente,Urgente,2023-11-21,0,0,0
faltan médicos en el centro de salud.,Manizales,9851,Camilo,58.0,F,Medio Ambiente,No urgente,2023-02-25,0,0,1
las basuras no se recogen a tiempo.,Barranquilla,9852,Ana,62.0,M,Salud,No urgente,2023-06-01,1,0,0
faltan médicos en el centro de salud.,Medellín,9853,Camilo,55.0,F,Salud,Urgente,2024-03-11,0,0,1
no tenemos centros culturales ni bibliotecas.,Medellín,9854,Ana,18.0,Otro,Salud,No urgente,2023-09-08,0,0,0
faltan médicos en el centro de salud.,Cartagena,9855,María,,F,Seguridad,Urgente,2024-09-26,0,0,1
falta agua potable en varias casas.,Pereira,9856,Sofía,58.0,F,Seguridad,No urgente,2023-05-26,1,0,0
hay problemas con la recolección de basura.,Cartagena,9857,Laura,51.0,F,Educación,Urgente,2024-08-10,1,0,0
queremos más presencia policial.,Medellín,9858,Ana,41.0,F,Salud,No urgente,2023-08-27,0,1,1
hay problemas con la recolección de basura.,Pereira,9859,Carlos,57.0,M,Seguridad,Urgente,2024-05-21,0,1,1
falta agua potable en varias casas.,Cartagena,9860,Pedro,50.0,F,Educación,Urgente,2024-07-20,0,0,0
las basuras no se recogen a tiempo.,Medellín,9861,Ana,59.0,F,Educación,No urgente,2023-03-10,1,0,1
queremos más presencia policial.,Cartagena,9862,Jorge,55.0,F,Seguridad,No urgente,2023-05-08,0,0,1
hay problemas con la recolección de basura.,Manizales,9863,Juan,,M,Medio Ambiente,No urgente,2024-06-26,0,1,1
las basuras no se recogen a tiempo.,Cartagena,9864,Valentina,55.0,M,Seguridad,Urgente,2023-11-13,1,1,1
falta agua potable en varias casas.,Pereira,9865,Laura,55.0,Otro,Seguridad,No urgente,2024-06-06,1,0,1
hay problemas con la recolección de basura.,Pereira,9866,Laura,40.0,F,Educación,Urgente,2024-06-14,1,0,1
la contaminación del río está aumentando.,Santa Marta,9867,Sofía,40.0,F,Salud,Urgente,2024-09-18,0,0,0
no hay suficientes escuelas públicas.,Bogotá,9868,Laura,58.0,Otro,Medio Ambiente,Urgente,2023-06-30,1,0,1
queremos más presencia policial.,Medellín,9869,Camilo,60.0,F,Salud,No urgente,2024-03-08,0,1,0
necesitamos más acceso a internet en la zona.,Manizales,9870,Ana,16.0,F,Salud,Urgente,2023-09-14,0,1,1
necesitamos más acceso a internet en la zona.,Bucaramanga,9871,María,30.0,Otro,Salud,No urgente,2023-11-03,0,1,1
queremos más presencia policial.,Cúcuta,9872,María,40.0,Otro,Salud,No urgente,2024-07-31,1,0,0
no hay suficientes escuelas públicas.,Cartagena,9873,Pedro,18.0,M,Salud,Urgente,2024-04-07,0,0,1
faltan médicos en el centro de salud.,Cartagena,9874,Camilo,33.0,F,Salud,No urgente,2024-02-29,0,0,1
falta agua potable en varias casas.,Medellín,9875,Laura,25.0,Otro,Medio Ambiente,Urgente,2023-08-02,0,0,0
queremos más presencia policial.,Bucaramanga,9876,Carlos,23.0,Otro,Salud,No urgente,2023-11-22,0,0,0
necesitamos más acceso a internet en la zona.,Medellín,9877,María,55.0,M,Educación,No urgente,2023-08-24,0,0,1
queremos más presencia policial.,Cartagena,9878,Ana,48.0,Otro,Seguridad,No urgente,2023-02-15,1,0,0
,Bogotá,9879,Camilo,22.0,Otro,Medio Ambiente,No urgente,2024-02-24,1,1,0
las basuras no se recogen a tiempo.,Barranquilla,9880,Pedro,73.0,M,Educación,Urgente,2024-02-24,0,1,0
las calles están muy oscuras y peligrosas.,Pereira,9881,Laura,63.0,F,Educación,Urgente,2023-02-21,0,0,0
la contaminación del río está aumentando.,Cali,9882,Juan,65.0,M,Seguridad,Urgente,2024-06-06,1,0,1
las calles están muy oscuras y peligrosas.,Medellín,9883,Ana,23.0,Otro,Salud,No urgente,2023-12-13,1,1,1
faltan médicos en el centro de salud.,Medellín,9884,Ana,50.0,Otro,Educación,No urgente,2023-01-08,1,1,0
necesitamos más acceso a internet en la zona.,Medellín,9885,Valentina,,F,Educación,No urgente,2023-08-24,1,1,0
queremos más presencia policial.,Medellín,9886,Pedro,34.0,F,Salud,No urgente,2023-02-22,0,1,0
no hay suficientes escuelas públicas.,Cali,9887,Jorge,44.0,,Medio Ambiente,Urgente,2024-07-26,0,1,1
las basuras no se recogen a tiempo.,Medellín,9888,María,57.0,Otro,Medio Ambiente,No urgente,2024-08-24,1,1,0
falta agua potable en varias casas.,Bogotá,9889,María,53.0,Otro,Salud,No urgente,2024-01-29,0,0,0
necesitamos más acceso a internet en la zona.,Pereira,9890,Laura,26.0,M,Medio Ambiente,No urgente,2023-08-03,1,1,0
no tenemos centros culturales ni bibliotecas.,Pereira,9891,Ana,77.0,M,Seguridad,Urgente,2023-11-03,1,0,0
las basuras no se recogen a tiempo.,Cali,9892,Laura,63.0,F,Seguridad,Urgente,2024-05-21,1,0,0
queremos más presencia policial.,Bucaramanga,9893,Camilo,73.0,M,Salud,No urgente,2023-12-26,0,1,0
las calles están muy oscuras y peligrosas.,Bucaramanga,9894,Ana,48.0,Otro,Salud,No urgente,2023-03-03,0,1,1
faltan médicos en el centro de salud.,Cúcuta,9895,Ana,35.0,M,Medio Ambiente,Urgente,2024-06-19,0,0,0
las basuras no se recogen a tiempo.,Cúcuta,9896,Valentina,21.0,Otro,Salud,Urgente,2024-02-09,0,0,0
falta agua potable en varias casas.,Santa Marta,9897,Ana,65.0,M,Seguridad,Urgente,2023-10-29,1,0,0
,Bogotá,9898,Laura,48.0,M,Salud,Urgente,2024-04-10,1,1,1
las calles están muy oscuras y peligrosas.,Pereira,9899,Jorge,73.0,Otro,Medio Ambiente,Urgente,2023-09-29,1,1,1
hay problemas con la recolección de basura.,Cúcuta,9900,Jorge,46.0,F,Educación,No urgente,2024-01-17,1,0,0
la contaminación del río está aumentando.,Barranquilla,9901,María,16.0,F,Seguridad,Urgente,2023-11-04,1,0,1
las calles están muy oscuras y peligrosas.,Manizales,9902,Sofía,66.0,F,Seguridad,No urgente,2023-08-23,0,0,1
hay problemas con la recolección de basura.,Medellín,9903,Valentina,17.0,M,Medio Ambiente,Urgente,2023-09-10,0,1,0
faltan médicos en el centro de salud.,Bucaramanga,9904,Ana,42.0,F,Educación,Urgente,2023-06-20,0,0,1
la contaminación del río está aumentando.,Barranquilla,9905,Carlos,63.0,Otro,Educación,No urgente,2024-06-16,1,1,1
faltan médicos en el centro de salud.,Barranquilla,9906,Jorge,16.0,M,Seguridad,Urgente,2024-01-24,1,0,1
las calles están muy oscuras y peligrosas.,Manizales,9907,Valentina,40.0,Otro,Medio Ambiente,No urgente,2023-01-09,0,1,1
faltan médicos en el centro de salud.,Pereira,9908,Jorge,30.0,F,Salud,No urgente,2023-03-03,1,0,1
no tenemos centros culturales ni bibliotecas.,Bogotá,9909,Valentina,15.0,F,Educación,No urgente,2024-07-02,0,1,0
queremos más presencia policial.,Bogotá,9910,Jorge,33.0,F,Educación,No urgente,2023-11-06,0,1,0
las calles están muy oscuras y peligrosas.,Bucaramanga,9911,Camilo,62.0,Otro,Educación,Urgente,2023-03-05,0,0,0
hay problemas con la recolección de basura.,Medellín,9912,Pedro,,Otro,Seguridad,Urgente,2024-05-02,1,1,0
falta agua potable en varias casas.,Cartagena,9913,Juan,77.0,F,Seguridad,Urgente,2024-04-21,1,1,1
